Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
29786,89310,0,0,7.0,0,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
29787,77585,1,0,2.0,0,1,2,2,2,2,2,4,4,4,4,3,5,5,3,4,4,0,0,satisfied
29790,99385,0,0,8.0,0,1,8,4,4,4,4,2,5,4,5,5,5,5,3,5,3,2,1,satisfied
29791,78241,1,0,5.0,0,1,8,4,4,4,4,5,4,4,5,5,5,5,5,5,4,0,0,satisfied
29797,20771,1,0,8.0,0,1,7,4,4,4,4,1,3,1,5,5,5,5,3,5,4,0,0,satisfied
29798,58256,0,0,8.0,0,1,7,1,1,5,1,3,3,5,4,4,4,4,4,4,3,4,4,satisfied
29799,129189,0,0,4.0,0,1,7,2,2,5,2,5,5,5,5,5,3,5,5,4,5,3,0,satisfied
29800,76623,1,0,5.0,0,1,0,1,1,1,1,1,4,3,4,4,4,3,1,4,5,0,0,satisfied
29804,58972,1,0,6.0,0,1,6,5,5,5,5,5,3,4,5,5,5,5,4,5,3,0,1,satisfied
29805,78623,0,0,8.0,0,1,5,2,1,2,2,5,5,4,5,5,5,5,4,5,3,0,0,satisfied
29806,29676,1,0,7.0,0,2,1,2,2,2,2,3,5,1,2,2,2,2,4,2,5,0,0,satisfied
29809,6692,0,0,8.0,0,1,8,2,2,2,2,5,4,5,5,5,5,5,4,5,3,0,0,satisfied
29811,80072,1,1,2.0,0,1,3,5,5,4,4,2,4,2,2,4,4,4,5,5,2,0,0,satisfied
29812,64426,1,0,6.0,0,1,2,1,1,1,1,5,4,5,5,5,5,5,4,5,3,1,0,satisfied
29813,93243,0,1,2.0,0,1,1,4,5,5,1,3,5,3,3,3,5,5,5,4,3,1,0,satisfied
29814,39375,0,0,7.0,0,0,1,5,5,5,5,5,5,5,5,5,5,2,4,5,5,1,0,satisfied
29815,27339,0,0,6.0,0,1,6,4,4,3,4,3,4,3,5,5,5,5,4,5,3,2,2,satisfied
29820,102546,0,0,3.0,1,0,0,4,3,4,4,2,4,3,2,2,3,4,3,4,2,0,0,satisfied
29821,8199,0,1,5.0,0,0,0,4,3,4,1,1,4,1,1,3,2,5,1,4,1,0,0,satisfied
29823,80204,0,1,2.0,0,1,7,5,5,5,1,0,5,1,3,3,4,5,1,3,1,0,0,satisfied
29827,34125,1,0,2.0,0,0,4,5,2,2,2,5,5,5,5,5,3,2,3,4,5,1,0,satisfied
29831,43725,1,0,7.0,0,2,1,4,2,4,4,4,4,3,4,4,4,4,3,4,4,0,0,satisfied
29835,111246,0,0,7.0,0,1,6,3,3,3,3,2,4,4,4,4,4,4,3,4,4,4,4,satisfied
29842,10381,0,0,5.0,0,1,1,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
29845,49409,1,0,5.0,0,1,6,4,4,5,4,1,4,3,4,4,4,4,2,4,2,0,0,satisfied
29851,43738,0,0,7.0,0,1,1,1,1,1,1,4,4,3,4,4,4,4,2,4,5,0,0,satisfied
29852,44881,1,0,7.0,0,2,0,5,4,4,4,1,2,2,5,5,5,5,2,5,1,0,0,satisfied
29854,11691,0,0,7.0,0,1,0,5,5,5,5,3,5,5,5,5,5,5,4,5,4,4,4,satisfied
29856,8093,1,0,8.0,0,1,0,4,1,4,4,3,5,4,4,4,4,4,4,4,5,0,0,satisfied
29857,104,0,0,6.0,0,1,8,3,3,1,3,3,4,4,4,4,4,4,3,4,5,0,0,satisfied
29858,61155,0,0,5.0,0,1,2,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0,satisfied
29861,108681,1,0,6.0,0,1,1,1,1,1,1,3,4,5,5,5,5,5,5,5,3,0,0,satisfied
29862,21032,0,0,6.0,0,1,8,2,2,2,2,3,1,3,5,5,5,4,2,5,4,0,1,satisfied
29863,16720,1,0,8.0,0,1,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,2,0,satisfied
29864,97246,1,1,2.0,0,1,0,4,2,4,2,1,4,1,1,5,3,5,3,5,1,0,0,satisfied
29867,29042,0,0,8.0,1,0,1,4,4,4,1,4,4,4,4,4,3,5,4,5,4,4,4,satisfied
29872,36597,0,0,5.0,0,0,4,5,1,1,1,5,5,5,5,3,1,5,1,1,5,0,0,satisfied
29874,46762,0,0,5.0,0,2,0,5,5,5,5,5,5,5,5,5,5,2,3,3,5,0,0,satisfied
29875,29929,0,0,4.0,0,1,9,5,5,5,5,5,3,2,5,5,5,5,4,5,1,1,4,satisfied
29882,49151,0,0,7.0,0,0,0,4,3,3,3,5,4,5,5,4,5,2,3,5,5,0,0,satisfied
29884,14810,1,0,5.0,1,0,0,5,3,0,4,1,0,1,1,5,2,3,2,5,1,0,0,satisfied
29886,62036,0,0,2.0,0,1,7,4,4,4,4,5,5,5,5,4,5,4,5,5,5,4,2,satisfied
29889,72091,0,1,7.0,1,0,7,0,2,1,4,2,1,3,2,1,1,4,4,3,2,0,0,satisfied
29893,115319,1,0,6.0,0,1,0,5,5,5,5,5,5,5,5,5,4,5,3,5,4,0,0,satisfied
29894,14275,0,0,7.0,0,0,1,5,2,2,2,5,5,5,5,3,4,2,3,4,5,0,0,satisfied
29895,18703,0,0,7.0,0,2,0,2,4,4,4,2,2,2,4,4,3,2,2,5,2,6,6,satisfied
29896,72179,0,0,2.0,0,1,8,2,2,2,2,5,5,5,5,3,5,4,4,4,5,0,0,satisfied
29897,113387,0,0,8.0,0,1,8,5,5,2,5,3,4,4,4,4,4,5,4,4,5,3,2,satisfied
29902,40430,1,0,3.0,0,0,0,0,1,1,3,1,1,1,1,3,5,3,1,5,1,0,0,satisfied
29905,126574,1,0,3.0,1,0,5,4,5,4,5,3,4,3,3,4,4,5,3,5,3,0,2,satisfied
29908,59744,1,0,8.0,0,1,2,5,5,5,5,2,5,5,4,4,4,4,5,4,5,1,0,satisfied
29910,122900,0,0,8.0,0,1,7,1,1,1,1,2,5,4,4,4,4,4,3,4,5,2,1,satisfied
29911,113975,0,0,5.0,0,1,6,1,1,1,1,3,3,5,5,5,5,5,4,5,4,0,0,satisfied
29915,75696,1,0,5.0,0,1,6,4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0,satisfied
29916,102146,1,0,6.0,0,1,8,1,1,1,1,5,5,5,5,5,5,5,4,5,3,3,3,satisfied
29925,72378,1,0,6.0,0,1,6,2,2,2,2,5,5,5,4,4,4,4,4,4,4,0,0,satisfied
29929,105630,1,0,5.0,0,1,8,1,1,1,1,3,5,5,4,4,4,4,4,4,5,3,2,satisfied
29930,85056,1,0,4.0,0,1,8,1,4,1,1,4,4,5,2,2,2,2,4,2,5,0,0,satisfied
29933,16218,1,0,2.0,0,2,0,5,3,2,2,5,5,5,5,4,1,4,1,5,5,0,0,satisfied
29935,51480,1,0,6.0,0,1,8,5,5,2,5,5,4,4,3,3,3,3,5,3,4,2,3,satisfied
29936,94024,0,0,8.0,0,1,0,0,5,0,1,5,5,5,4,4,4,4,4,4,5,2,2,satisfied
29940,49817,0,0,3.0,0,1,8,0,3,0,4,5,4,4,5,4,1,4,3,3,5,0,0,satisfied
29943,118415,0,0,6.0,0,1,8,4,4,3,4,5,5,4,4,4,4,4,3,4,5,0,0,satisfied
29944,73913,0,0,4.0,0,1,7,5,5,5,5,2,3,5,5,5,5,5,4,5,3,0,0,satisfied
29945,81206,0,0,6.0,0,1,5,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0,satisfied
29947,83364,0,0,5.0,0,1,3,2,2,5,2,2,5,4,4,4,4,4,3,4,3,2,2,satisfied
29948,47294,1,0,7.0,0,0,1,5,3,5,5,2,5,4,5,5,5,5,4,5,4,0,0,satisfied
29949,44725,1,0,8.0,1,0,0,5,4,5,1,3,5,4,1,1,5,1,4,1,5,0,0,satisfied
29950,106696,1,0,7.0,0,1,1,5,4,5,5,2,4,4,5,5,5,5,5,5,3,3,2,satisfied
29953,98239,0,0,2.0,0,1,6,4,3,4,4,4,4,4,4,3,3,4,3,5,4,1,2,satisfied
29954,86745,1,0,5.0,0,1,9,5,5,5,5,3,4,4,4,4,4,4,4,4,3,1,0,satisfied
29956,31738,1,0,5.0,0,2,2,4,2,2,2,4,4,4,4,4,3,2,2,2,4,0,0,satisfied
29958,113437,1,1,2.0,0,0,0,5,0,5,1,1,5,1,1,4,3,4,4,4,1,0,0,satisfied
29963,26781,1,0,5.0,0,1,2,2,2,2,2,5,5,4,4,4,4,4,5,4,4,3,0,satisfied
29964,102922,1,0,5.0,0,1,0,5,5,5,5,2,5,5,3,3,4,3,4,3,5,0,0,satisfied
29965,39784,1,0,6.0,0,1,0,2,2,2,2,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
29967,49398,0,0,5.0,0,1,0,5,5,3,5,3,5,4,5,5,5,4,2,5,3,0,0,satisfied
29968,110333,1,0,3.0,0,1,8,5,5,5,5,5,5,5,5,4,5,4,3,4,5,0,0,satisfied
29971,23949,0,0,2.0,0,1,2,4,4,4,4,5,5,5,5,1,4,4,3,2,5,3,1,satisfied
29973,87366,0,0,8.0,0,1,6,5,5,5,5,2,4,4,3,3,3,3,3,3,4,2,1,satisfied
29977,125199,0,0,1.0,0,1,8,2,2,2,2,2,3,2,2,4,5,4,4,5,2,0,0,satisfied
29979,105559,1,0,7.0,0,1,8,0,4,0,3,4,4,4,1,1,5,5,3,1,4,0,0,satisfied
29983,35649,1,1,2.0,0,0,3,4,4,4,1,4,1,2,5,3,5,5,2,5,2,0,0,satisfied
29985,102939,0,0,7.0,0,1,1,3,3,3,3,4,4,5,4,4,4,4,3,4,3,4,4,satisfied
29988,43486,0,0,8.0,0,1,8,4,3,4,4,2,2,3,4,4,4,3,2,4,3,0,1,satisfied
29989,121410,1,0,8.0,0,1,6,5,5,5,5,5,5,5,5,5,4,5,4,5,4,0,0,satisfied
29993,62288,1,0,5.0,0,1,1,4,4,4,4,5,5,4,5,5,4,5,3,5,5,0,0,satisfied
29994,124592,1,0,5.0,0,1,1,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0,satisfied
29999,28108,1,0,8.0,0,0,1,4,4,4,4,3,5,1,4,4,4,4,1,4,3,0,0,satisfied
30000,128149,1,1,2.0,0,1,3,5,0,5,1,1,5,5,1,5,3,4,5,5,1,0,1,satisfied
30002,95463,1,0,8.0,0,1,0,5,5,5,5,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
30003,45792,1,0,5.0,0,1,8,1,1,1,1,1,4,2,4,4,4,4,2,4,1,4,4,satisfied
30004,3474,1,0,8.0,0,1,7,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,4,satisfied
30005,100221,0,0,5.0,0,1,7,5,5,3,5,3,4,5,3,3,4,3,5,3,4,0,1,satisfied
30009,116528,0,0,5.0,1,0,0,0,4,0,3,5,0,5,5,4,4,5,3,5,5,0,0,satisfied
30013,101879,1,0,2.0,1,0,6,4,1,4,4,2,4,2,2,3,1,3,4,4,2,0,0,satisfied
30017,50372,0,0,3.0,0,1,8,3,3,3,3,5,5,5,5,3,5,3,5,5,5,1,0,satisfied
30018,16523,1,0,8.0,0,1,0,0,3,0,2,4,2,5,3,3,3,3,5,3,5,3,3,satisfied
30019,34188,1,0,8.0,1,0,3,5,5,5,3,5,4,4,5,5,5,5,4,5,3,2,1,satisfied
30021,50050,0,0,8.0,0,1,8,1,1,1,1,1,4,5,5,5,5,5,2,5,1,0,1,satisfied
30024,90229,0,0,2.0,0,1,8,5,5,5,5,3,3,3,3,3,4,4,4,5,3,0,0,satisfied
30027,67012,1,0,8.0,0,1,3,2,2,3,2,5,5,4,5,5,5,5,5,5,4,0,4,satisfied
30029,106241,0,0,8.0,1,2,1,5,3,5,4,4,5,4,4,4,1,3,1,4,4,0,0,satisfied
30030,41296,1,0,5.0,0,0,1,5,5,5,5,5,5,5,5,3,4,4,4,3,5,0,0,satisfied
30033,6450,0,0,8.0,0,1,8,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,0,satisfied
30035,62001,1,0,7.0,0,1,7,1,1,1,1,3,3,5,5,5,5,5,4,5,3,0,0,satisfied
30039,44018,1,0,4.0,0,2,0,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,0,satisfied
30040,97653,0,0,4.0,0,1,5,1,1,1,1,4,3,4,5,5,5,5,4,5,3,0,3,satisfied
30041,116837,0,0,6.0,0,1,1,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
30043,42569,1,0,8.0,0,1,0,1,1,1,1,3,5,2,4,4,4,4,3,4,2,0,0,satisfied
30047,35228,0,0,7.0,0,0,3,5,3,5,3,5,5,5,5,2,5,2,5,2,5,0,3,satisfied
30048,71924,1,0,2.0,0,1,6,5,5,5,5,4,4,4,4,4,3,4,4,4,4,0,0,satisfied
30049,87793,1,0,7.0,0,1,8,2,2,5,2,2,4,5,5,5,5,4,5,5,4,0,2,satisfied
30051,82730,0,0,8.0,1,1,1,4,5,4,2,5,5,4,5,5,4,5,5,5,4,0,0,satisfied
30053,37585,0,0,7.0,0,0,1,5,2,2,2,5,5,5,5,5,3,3,1,4,5,0,0,satisfied
30056,91505,0,0,5.0,0,1,6,2,2,2,2,2,4,5,4,4,4,4,4,4,5,0,0,satisfied
30059,69938,0,0,2.0,0,1,7,2,2,2,2,3,3,3,3,5,5,4,5,5,3,0,0,satisfied
30063,52263,0,0,4.0,0,1,1,1,1,1,1,2,2,2,2,5,5,4,4,2,2,0,1,satisfied
30064,1890,0,0,3.0,0,1,0,1,1,1,1,4,4,4,4,5,3,4,3,5,4,1,0,satisfied
30065,128368,0,0,8.0,0,1,1,2,2,2,2,3,4,4,5,5,5,5,3,5,3,3,3,satisfied
30070,57735,1,1,2.0,0,0,3,4,4,4,4,3,4,3,3,1,3,5,4,4,3,0,0,satisfied
30073,34254,0,0,5.0,0,0,0,5,1,1,1,5,5,5,5,4,3,1,4,5,5,0,0,satisfied
30074,73908,1,0,8.0,0,1,7,3,3,3,3,5,4,4,3,3,4,3,4,3,5,0,0,satisfied
30076,67322,0,0,4.0,1,2,3,0,4,0,2,4,0,5,4,5,3,3,4,5,4,0,0,satisfied
30077,11545,1,0,5.0,0,1,0,4,4,1,4,2,5,4,5,5,5,5,5,5,3,0,0,satisfied
30078,78444,0,0,7.0,0,1,8,1,1,1,1,3,5,5,5,5,5,5,3,5,5,0,1,satisfied
30081,48025,1,0,2.0,0,0,4,0,4,0,1,3,0,1,3,5,4,2,5,5,3,4,4,satisfied
30085,77935,1,0,7.0,0,1,8,2,2,2,2,3,4,5,5,5,5,4,5,5,4,3,4,satisfied
30088,466,1,0,7.0,0,1,0,3,3,3,3,5,4,4,4,4,5,4,5,4,3,0,0,satisfied
30092,30189,0,0,7.0,0,2,2,4,4,4,4,4,4,4,4,2,2,3,3,3,4,0,0,satisfied
30094,85149,1,1,2.0,0,1,2,0,0,0,1,2,0,2,2,3,3,4,4,4,2,0,0,satisfied
30095,48128,0,0,7.0,0,1,0,0,0,0,2,2,1,4,3,3,3,3,2,3,4,0,0,satisfied
30096,89679,1,0,7.0,0,1,1,3,3,3,3,4,5,5,5,5,5,5,1,5,4,1,0,satisfied
30098,129806,1,0,1.0,1,0,0,0,4,0,3,4,0,4,4,2,1,2,3,3,4,0,0,satisfied
30101,19273,0,0,2.0,0,1,1,5,5,5,5,4,5,4,4,2,2,3,2,5,4,0,0,satisfied
30104,118282,1,0,2.0,0,1,8,3,3,4,3,3,4,3,3,5,4,4,5,4,3,1,0,satisfied
30105,72434,1,0,6.0,0,1,2,4,4,4,4,4,4,5,4,4,5,4,3,4,3,0,3,satisfied
30106,68351,1,0,8.0,0,1,5,3,3,5,3,4,5,4,4,4,4,4,5,4,5,0,0,satisfied
30108,115854,0,0,8.0,0,1,7,2,2,2,2,4,4,5,4,4,4,4,4,4,5,3,2,satisfied
30111,81955,1,0,6.0,0,1,5,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0,satisfied
30112,93743,1,0,6.0,0,1,0,5,5,5,5,4,4,4,5,5,5,5,3,5,5,3,2,satisfied
30113,94381,1,0,6.0,0,1,8,4,5,4,4,4,4,4,5,5,4,5,3,5,3,0,0,satisfied
30114,79483,1,0,2.0,0,1,2,4,4,1,4,5,4,5,5,4,4,4,4,4,5,0,0,satisfied
30116,109456,0,0,8.0,0,1,8,4,4,4,4,2,5,5,5,5,5,5,4,5,3,1,3,satisfied
30117,128594,0,0,5.0,0,1,2,3,3,3,3,4,5,4,3,3,3,3,3,3,3,0,0,satisfied
30121,10581,0,0,5.0,0,1,6,2,2,2,2,4,4,5,3,3,4,3,3,3,3,2,1,satisfied
30127,79523,1,0,7.0,0,1,6,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,0,satisfied
30129,19651,1,0,4.0,0,0,2,5,3,3,3,5,5,5,5,2,2,2,1,2,5,4,4,satisfied
30132,84591,0,0,7.0,0,1,1,5,5,2,5,3,4,5,4,4,4,4,4,4,4,0,0,satisfied
30136,4834,1,1,2.0,0,1,1,5,3,4,5,1,4,4,1,5,2,5,3,5,1,0,0,satisfied
30138,74358,0,1,2.0,0,1,4,0,0,0,1,5,0,5,5,3,3,4,3,5,5,4,4,satisfied
30139,74939,1,0,5.0,0,1,7,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,0,satisfied
30140,36148,0,0,2.0,0,1,8,1,1,1,1,5,5,5,5,3,3,2,1,2,5,4,4,satisfied
30141,129425,1,0,8.0,0,1,8,2,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0,satisfied
30142,3332,1,0,2.0,0,1,8,5,5,5,5,5,5,5,5,5,3,4,5,5,5,2,1,satisfied
30145,108755,0,0,6.0,0,1,1,4,4,4,4,2,4,4,5,5,5,5,4,5,3,4,4,satisfied
30147,16605,0,0,4.0,0,1,8,5,1,5,5,3,3,3,3,3,4,1,2,1,3,0,1,satisfied
30151,83327,0,0,7.0,0,1,7,3,3,3,3,2,4,4,3,3,2,3,3,3,4,0,1,satisfied
30156,93877,0,0,7.0,0,1,5,3,3,3,3,2,4,4,4,4,5,4,3,4,5,4,4,satisfied
30159,118979,1,0,8.0,0,1,8,4,4,4,4,3,4,5,3,3,3,3,4,3,4,1,1,satisfied
30164,32278,0,0,8.0,0,1,0,0,5,0,3,5,3,4,5,5,5,5,4,5,4,4,4,satisfied
30166,79005,0,0,5.0,0,1,0,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0,satisfied
30170,23453,0,0,2.0,0,1,1,2,2,2,2,5,5,5,5,2,4,5,1,4,5,2,4,satisfied
30174,60631,0,0,3.0,0,1,6,1,1,1,1,4,5,4,4,5,2,3,3,4,4,0,0,satisfied
30176,15994,0,0,2.0,0,0,2,4,1,1,1,4,4,4,4,5,1,5,1,3,4,0,0,satisfied
30178,106949,1,0,6.0,0,1,2,5,5,5,5,4,4,4,5,5,5,5,5,5,3,0,2,satisfied
30181,55104,0,0,5.0,0,0,3,4,5,5,5,4,4,4,4,5,5,3,3,5,4,1,0,satisfied
30183,46644,0,0,3.0,0,1,0,0,4,0,4,1,1,1,1,1,3,3,1,4,1,0,0,satisfied
30186,66019,1,0,6.0,0,1,3,2,2,2,2,4,4,4,3,3,3,3,5,3,4,0,0,satisfied
30187,92493,0,0,7.0,0,0,1,5,2,2,2,5,3,3,3,2,4,3,3,3,3,6,6,satisfied
30190,78462,0,0,5.0,0,1,1,2,2,2,2,3,5,4,4,4,4,4,4,4,4,4,4,satisfied
30194,103065,1,0,8.0,0,0,0,4,4,4,4,3,1,1,4,4,4,4,2,4,2,4,3,satisfied
30195,81592,0,0,7.0,0,1,0,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
30196,54648,1,0,2.0,0,1,2,2,2,2,2,5,5,5,5,2,2,1,3,5,5,2,2,satisfied
30197,71420,1,0,6.0,0,1,2,4,4,4,4,4,5,5,5,5,5,5,5,5,4,1,1,satisfied
30198,61201,1,0,8.0,0,1,8,5,5,5,5,4,4,4,4,4,4,4,5,4,4,2,0,satisfied
30199,98343,1,0,3.0,0,1,3,1,1,1,1,3,3,3,3,5,2,5,5,5,3,1,0,satisfied
30200,122782,1,0,7.0,0,1,7,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,1,satisfied
30204,84113,0,0,1.0,0,1,6,1,1,1,1,5,4,5,5,4,3,5,5,4,5,0,0,satisfied
30210,52076,0,1,2.0,0,1,0,5,0,5,1,2,5,2,2,5,2,5,3,1,2,0,0,satisfied
30213,127929,0,0,5.0,0,1,7,1,1,1,1,4,5,5,4,4,4,4,5,4,4,0,0,satisfied
30215,3073,1,0,8.0,0,1,1,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0,satisfied
30216,1442,0,0,6.0,0,1,8,1,1,1,1,3,5,5,4,4,4,4,5,4,3,0,0,satisfied
30220,10234,1,0,4.0,0,1,0,2,2,2,2,3,4,4,5,5,4,5,5,5,3,0,0,satisfied
30221,80653,0,0,5.0,0,1,2,3,3,3,3,2,5,5,2,2,2,2,3,2,4,1,0,satisfied
30222,9406,1,0,2.0,0,1,3,1,1,1,1,4,4,4,4,4,2,5,4,5,4,1,3,satisfied
30223,97872,1,0,5.0,0,1,1,2,2,1,2,3,4,5,2,2,2,2,5,2,3,3,1,satisfied
30224,67668,0,0,4.0,0,1,5,3,3,3,3,2,5,5,4,4,4,4,4,4,3,1,0,satisfied
30225,51503,0,0,3.0,0,1,7,2,2,2,2,4,4,4,4,2,4,5,1,1,4,4,4,satisfied
30230,79198,0,0,6.0,0,1,6,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,0,satisfied
30231,49768,0,0,4.0,0,1,8,1,5,1,1,3,5,1,4,4,4,4,4,4,5,0,0,satisfied
30232,19114,0,0,3.0,0,1,0,2,2,3,2,5,5,5,5,5,3,4,1,3,5,0,0,satisfied
30235,75417,1,0,8.0,0,1,7,3,3,2,3,3,3,4,5,5,5,5,3,5,4,2,0,satisfied
30238,33553,1,0,5.0,0,1,8,2,2,2,2,1,4,3,3,3,5,3,1,3,4,4,4,satisfied
30239,14746,0,0,2.0,0,1,1,1,1,1,1,3,4,3,3,1,2,3,1,1,3,0,0,satisfied
30243,115326,1,0,4.0,0,1,0,4,4,4,4,3,5,4,3,3,3,3,4,3,3,0,0,satisfied
30244,98959,1,0,3.0,0,1,7,1,1,3,1,5,5,5,5,5,5,5,5,4,5,0,0,satisfied
30246,61370,1,0,8.0,0,1,1,3,3,5,3,5,5,4,5,5,4,5,3,5,3,0,0,satisfied
30248,87638,1,0,7.0,0,1,1,3,3,4,3,3,5,5,4,4,4,4,3,4,3,0,0,satisfied
30249,16141,1,0,7.0,0,1,0,3,3,3,3,4,4,4,4,4,5,5,4,3,4,5,5,satisfied
30253,41834,0,1,2.0,0,0,1,4,0,4,3,3,4,1,3,2,2,3,2,1,3,0,0,satisfied
30255,63966,0,0,8.0,0,1,6,4,4,4,4,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
30258,39428,0,0,7.0,0,1,8,2,2,2,2,4,4,3,4,4,4,5,2,4,1,3,3,satisfied
30259,112836,0,0,8.0,0,1,4,4,4,5,4,3,5,5,2,2,2,2,3,2,5,1,0,satisfied
30260,120027,1,0,5.0,0,1,6,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0,satisfied
30262,46038,1,1,2.0,0,1,2,4,0,4,4,2,4,2,2,2,3,4,5,3,2,4,4,satisfied
30263,4520,1,0,1.0,1,2,1,5,5,5,3,3,5,3,3,5,2,5,4,5,3,0,0,satisfied
30265,128023,0,0,4.0,0,1,5,5,5,1,5,5,5,5,5,4,5,5,4,4,5,0,0,satisfied
30269,65376,0,0,8.0,0,1,8,5,5,5,5,2,5,4,5,5,5,5,3,5,3,0,0,satisfied
30272,48078,1,0,8.0,1,1,0,4,5,4,2,3,4,5,3,3,4,3,3,3,3,3,3,satisfied
30273,48631,1,0,5.0,0,1,8,2,2,2,2,5,5,5,5,5,5,5,3,5,5,3,3,satisfied
30280,44954,1,0,6.0,1,0,0,4,4,4,5,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
30284,49152,1,0,7.0,0,1,0,2,2,2,2,3,4,4,4,4,4,4,1,4,2,0,0,satisfied
30285,11828,0,0,8.0,0,1,6,4,4,4,4,2,4,4,2,2,2,2,4,2,4,0,0,satisfied
30286,61695,1,0,6.0,0,1,6,1,1,5,1,3,5,4,4,4,4,4,4,4,5,2,2,satisfied
30287,84638,1,0,8.0,0,1,8,5,5,4,5,2,5,4,4,4,4,4,4,4,4,4,4,satisfied
30292,6360,1,0,8.0,0,1,0,1,1,3,1,4,5,4,5,5,5,5,3,5,4,0,0,satisfied
30293,13834,0,0,7.0,0,0,1,3,1,1,1,3,3,3,3,1,5,5,3,3,3,0,0,satisfied
30294,4904,0,0,2.0,0,1,3,3,3,3,3,4,4,4,4,3,4,5,4,5,4,0,0,satisfied
30295,56887,0,1,6.0,0,1,2,4,3,3,3,5,4,5,5,4,3,4,4,5,5,2,1,satisfied
30299,4833,0,0,8.0,0,1,6,4,4,3,4,3,4,4,5,5,5,5,3,5,3,0,0,satisfied
30300,109289,1,0,2.0,0,1,3,3,3,3,3,3,4,3,3,3,4,5,5,5,3,0,0,satisfied
30301,91884,0,0,8.0,0,1,7,5,5,5,5,4,5,5,3,3,3,3,4,3,3,0,0,satisfied
30303,102745,0,0,3.0,0,1,8,2,5,2,2,5,5,5,5,4,4,4,3,5,5,4,4,satisfied
30304,2546,1,1,8.0,0,1,0,4,4,4,3,2,4,2,2,5,5,5,3,5,2,0,0,satisfied
30307,21485,1,0,5.0,0,0,0,5,2,2,2,5,5,5,5,5,4,4,4,2,5,0,0,satisfied
30309,100407,0,0,6.0,0,1,8,1,1,2,1,2,5,5,4,4,4,4,5,4,5,3,3,satisfied
30310,128807,0,0,2.0,0,1,7,2,2,2,2,5,5,5,4,2,4,4,5,5,5,2,0,satisfied
30311,103159,1,0,2.0,0,1,7,1,1,1,1,5,5,5,5,4,3,4,4,5,5,1,0,satisfied
30313,118149,1,0,6.0,0,1,5,2,2,2,2,2,4,4,5,5,5,5,5,5,5,2,0,satisfied
30315,88198,1,0,2.0,0,1,6,3,3,3,3,2,2,2,2,4,2,5,3,5,2,0,0,satisfied
30319,32595,1,0,7.0,0,0,0,5,4,4,4,2,2,1,4,4,5,4,5,4,3,0,0,satisfied
30320,128048,0,0,3.0,0,1,2,1,1,1,1,5,5,5,5,4,4,5,5,4,5,0,0,satisfied
30321,51548,0,0,6.0,0,0,1,2,3,3,3,2,2,2,2,3,2,5,3,4,2,4,4,satisfied
30322,91834,0,0,5.0,0,2,0,4,1,1,1,4,4,4,4,1,1,2,5,4,4,0,1,satisfied
30324,3058,1,0,8.0,0,1,0,3,3,3,3,3,4,5,3,3,4,3,5,3,4,0,0,satisfied
30327,102988,1,0,7.0,0,1,1,4,4,4,4,2,4,5,2,2,2,2,5,2,5,0,0,satisfied
30329,50227,1,0,8.0,0,1,1,4,4,4,4,3,5,2,3,3,3,3,5,3,5,0,0,satisfied
30330,92871,1,0,8.0,0,1,9,0,5,1,3,1,1,1,5,5,4,4,1,3,1,5,5,satisfied
30331,113196,1,1,2.0,0,1,0,5,0,5,2,2,5,2,2,4,2,5,5,5,2,3,4,satisfied
30332,32747,0,0,8.0,0,1,0,4,4,4,4,5,3,5,4,4,4,5,1,4,3,0,0,satisfied
30333,119096,1,0,7.0,0,1,7,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
